Year,Month,Employee_ID,Name,Gender,Hiring Date,Exit Date,Position,Education Level,Age,Birthdate,Salary Group,Basic Education,Internal Training,Planned Position,Time Until Retirement,Married,Children,Vacation Days Taken,Overtime,Absence Days,Absence Reason,Annual Performance Review,Location,Switching Readiness,Training Costs,Number of Subordinates,Job Role Progression,Salary,Workplace Flexibility,Team Size,Coaching,Job Level,Work Model,Satisfaction,Status,Tenure,Turnover,Churn Probability
2024,12,33759,Jason Smith,Male,2016-02-01,No Exit,Office Clerk,Master Degree,44,1980-11-17,E5,Yes,3,Yes,23,Yes,Yes,0,14,0,Parental Leave,1,Office,0.71,0,0,3,76060.05676688175,5,6,Yes,3,Homeoffice,5.052244116204335,Active,8,0,0.02000076760704372
2024,12,84177,Jessica Callahan,Male,2010-01-01,No Exit,Specialist,Vocational Training,50,1974-01-03,E6,Yes,5,Yes,17,No,Yes,0,14,15,Illness,1,Office,0.2,0,0,Promotion,62290.15376037365,8,17,Yes,Senior Level,Part-time,5.060694917380883,Active,14,0,0.007401094780985515
2024,12,13540,Thomas Johnson,Female,2024-05-10,No Exit,Office Clerk,Vocational Training,25,1999-05-17,E5,Yes,2,No,42,Yes,Yes,1,17,0,,4,Headquarters,0.65,2209,0,3,86588.67359814967,2,13,No,2,Full-time,5.020285426652333,Active,0,0,0.004280895081429328
2024,12,54236,Richard Smith,Male,2010-01-01,No Exit,Specialist,Doctoral Candidate,56,1968-02-06,E6,Yes,4,No,11,No,Yes,2,18,0,,4,Office,0.44,2531,0,Promotion,36730.72474719194,3,13,No,Senior Level,Homeoffice,7.62473373395841,Active,14,0,0.0025894639174834345
2024,12,99498,Edward Arroyo,Female,2010-06-01,No Exit,Office Clerk,Vocational Training,40,1984-04-19,E5,Yes,1,Yes,27,No,Yes,0,13,0,none,5,Headquarters,0.07,2966,0,0,103715.28876534196,0,23,Yes,4,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,64761,Stephen Cowan,Female,2010-04-01,No Exit,Office Clerk,Doctoral Candidate,46,1978-06-17,E5,Yes,2,No,21,Yes,Yes,1,14,0,Parental Leave,4,Office,0.01,0,0,0,106061.02388015452,6,14,No,3,Homeoffice,7.746335871148135,Active,14,0,0.0021997963015293236
2024,12,84223,Ian Torres,Female,2010-05-01,No Exit,Office Manager,Doctoral Candidate,45,1979-07-12,E8,Yes,4,Yes,22,No,Yes,1,24,0,Parental Leave,2,Office,0.34,0,0,10,88876.70654966083,4,18,Yes,2,Part-time,9.777575774002337,Active,14,0,0.0021997963015293236
2024,12,52786,Bernard Smith,Female,2010-05-01,No Exit,Headquarters Manager,Master Degree,59,1965-04-03,E10,Yes,1,No,8,No,Yes,0,26,7,Illness,4,Federal,0.03,4639,1,10,106506.19308914874,10,21,Yes,4,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,50570,Destiny Obrien,Female,2010-06-01,No Exit,Specialist,Bachelor Degree,43,1981-02-17,E6,Yes,5,Yes,24,No,Yes,0,23,3,Illness,3,Office,0.76,0,0,9,48285.65555929168,0,22,Yes,4,Full-time,7.878441730880749,Active,14,0,0.0021997963015293236
2024,12,59880,Timothy Andrews,Male,2010-06-01,No Exit,Department Head,Doctoral Candidate,58,1966-09-26,E12,Yes,0,Yes,9,Yes,Yes,1,30,0,Parental Leave,4,Office,0.61,4855,2,4,76428.51342334597,0,20,Yes,3,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,34889,Jason Rodriguez,Female,2010-06-01,No Exit,Department Head,Master Degree,59,1965-07-10,E12,Yes,5,No,8,Yes,Yes,1,37,10,Illness,3,Federal,0.81,1842,2,9,86866.57557542156,2,25,Yes,1,Homeoffice,9.603932701914948,Active,14,0,0.0021997963015293236
2024,12,79878,Laura Benson,Male,2010-06-01,No Exit,Assistant Department Head,Doctoral Candidate,56,1968-02-06,E10,Yes,1,No,11,Yes,Yes,0,46,0,Parental Leave,4,Headquarters,0.79,2834,3,6,100796.28823139606,10,20,No,1,Full-time,9.516672982654072,Active,14,0,0.0021997963015293236
2024,12,95719,Tina Walter,Male,2010-06-01,No Exit,Assistant Department Head,Bachelor Degree,52,1972-09-02,E10,Yes,3,Yes,15,No,Yes,0,28,0,Sabbatical,4,Office,0.14,3201,3,8,91019.1555322908,10,6,No,4,Part-time,6.6175444362354,Active,14,0,0.0021997963015293236
2024,12,60616,Kevin Johnson,Male,2010-06-01,No Exit,Office Manager,Bachelor Degree,58,1966-05-26,E8,Yes,0,No,9,Yes,Yes,1,17,10,Illness,2,Office,0.55,3813,0,1,83892.0225043312,0,6,No,2,Full-time,9.9393956032646,Active,14,0,0.0021997963015293236
2024,12,81851,Wesley Browning,Male,2010-07-01,No Exit,Office Manager,Master Degree,44,1980-04-25,E8,Yes,0,No,23,No,Yes,0,25,2,Illness,5,Headquarters,0.76,2645,0,8,76982.68619405384,4,9,Yes,3,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,28307,Joshua Clark,Female,2010-07-01,No Exit,Headquarters Manager,Vocational Training,52,1972-06-26,E10,Yes,4,Yes,15,Yes,Yes,1,35,5,Illness,3,Office,0.91,1871,1,4,99578.5385334372,9,8,Yes,3,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,26990,Joshua Mcbride,Male,2010-07-01,No Exit,Specialist,Master Degree,39,1985-03-05,E6,Yes,1,No,28,Yes,Yes,1,18,0,none,4,Office,0.1,0,0,8,70205.8675995263,6,6,No,1,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,40930,Brandy Forbes,Female,2010-07-01,No Exit,Specialist,Master Degree,53,1971-04-20,E6,Yes,3,No,14,Yes,Yes,1,35,0,none,3,Office,0.43,0,0,3,63625.03729616573,0,18,Yes,2,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,78762,Nicholas Carlson,Male,2010-04-01,No Exit,Assistant Department Head,Doctoral Candidate,60,1963-12-12,E10,Yes,5,Yes,7,Yes,Yes,2,39,0,Parental Leave,3,Office,0.83,0,3,10,68049.97009186634,3,23,Yes,3,Part-time,6.447943816699695,Active,14,0,0.0021997963015293236
2024,12,81116,Jacob Wu,Male,2011-10-01,No Exit,Office Manager,Vocational Training,58,1966-02-21,E8,Yes,2,No,9,Yes,Yes,0,24,0,Parental Leave,3,Office,0.9,0,0,2,72068.84077304411,5,15,Yes,3,Full-time,10.0,Active,13,0,0.0021997963015293236
2024,12,38552,Rodney Evans,Female,2010-04-01,No Exit,Office Manager,Vocational Training,56,1968-08-02,E8,Yes,1,No,11,No,Yes,0,24,10,Illness,2,Office,0.19,0,0,5,93620.36654049756,6,6,Yes,3,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,63476,Shelley Miller,Female,2010-01-01,No Exit,Office Clerk,Master Degree,52,1972-10-09,E5,Yes,5,No,15,No,Yes,2,9,0,none,1,Headquarters,0.43,1568,0,No Change,102895.79532108588,0,5,No,Executive Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,69598,David Molina,Female,2010-01-01,No Exit,Specialist,Vocational Training,53,1971-10-02,E6,Yes,4,Yes,14,No,Yes,0,12,0,Parental Leave,3,Office,0.47,0,0,No Change,55643.40625040341,10,5,Yes,Executive Level,Homeoffice,9.203534037694434,Active,14,0,0.0021997963015293236
2024,12,12260,Jonathan Jacobson,Female,2010-01-01,No Exit,Office Manager,Master Degree,47,1977-04-10,E8,Yes,2,Yes,20,No,Yes,0,21,0,Sabbatical,3,Office,0.95,0,0,Promotion,108152.18831045882,4,17,No,Entry Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,67560,Emily Wilson,Female,2010-01-01,No Exit,Office Manager,Vocational Training,54,1970-02-27,E8,Yes,2,Yes,13,Yes,Yes,2,28,2,Illness,3,Office,0.05,0,0,Promotion,100887.46065752,4,20,Yes,Mid Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,69614,Lisa Perry,Female,2010-01-01,No Exit,Office Clerk,Master Degree,50,1974-11-25,E5,Yes,3,Yes,17,No,Yes,1,13,1,Illness,4,Office,0.04,4312,0,Promotion,100281.06627220615,2,10,No,Executive Level,Homeoffice,9.259403590576724,Active,14,0,0.0021997963015293236
2024,12,30706,Kaitlin Medina,Male,2010-01-01,No Exit,Specialist,Bachelor Degree,60,1964-06-26,E6,Yes,0,No,7,No,Yes,2,20,5,Illness,4,Headquarters,0.54,0,0,Leave and Rejoin,63837.32713096194,7,22,No,Executive Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,49139,Colleen Wright,Female,2010-01-01,No Exit,Office Clerk,Master Degree,41,1983-01-18,E5,Yes,2,Yes,26,Yes,Yes,2,20,0,none,5,Office,0.5,2575,0,No Change,68050.52638515602,5,9,No,Senior Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,47093,Michael Miller,Male,2010-01-01,No Exit,Office Clerk,Vocational Training,48,1976-08-27,E5,Yes,1,No,19,No,Yes,0,20,0,none,4,Office,0.21,3081,0,No Change,112584.5811004128,0,11,No,Senior Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,21942,Brianna Fitzpatrick,Female,2010-07-01,No Exit,Department Head,Vocational Training,59,1965-01-13,E12,Yes,2,No,8,No,Yes,2,34,10,Illness,4,Office,0.83,1174,2,8,70413.73872539503,2,10,Yes,1,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,71669,Amy Kelley,Male,2010-01-01,No Exit,Office Clerk,Master Degree,46,1978-07-28,E5,Yes,3,Yes,21,No,Yes,2,1,0,,4,Office,0.32,0,0,Leave and Rejoin,79130.60111958417,4,23,Yes,Senior Level,Homeoffice,5.241133733958409,Active,14,0,0.0021997963015293236
2024,12,38906,Laura Hernandez,Male,2010-01-01,No Exit,Office Clerk,Bachelor Degree,47,1977-03-01,E5,Yes,4,Yes,20,Yes,Yes,0,21,0,none,3,Office,0.25,4884,0,Promotion,102845.9973764286,2,23,Yes,Entry Level,Part-time,8.558092756684234,Active,14,0,0.0021997963015293236
2024,12,55293,Kevin Davis,Male,2010-01-01,No Exit,Office Clerk,Bachelor Degree,55,1968-12-20,E5,Yes,0,Yes,12,No,Yes,0,24,0,none,5,Office,0.63,0,0,No Change,102847.24946463369,9,19,No,Senior Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,76501,Brenda Gonzalez,Female,2010-04-01,No Exit,Office Clerk,Bachelor Degree,61,1963-02-17,E5,Yes,2,Yes,6,Yes,Yes,1,15,0,,3,Office,0.56,0,0,5,107080.9486183749,4,22,Yes,1,Full-time,8.575345627112993,Active,14,0,0.0021997963015293236
2024,12,19400,Keith Knox,Male,2010-04-01,No Exit,Department Head,Vocational Training,59,1965-06-28,E12,Yes,5,Yes,8,Yes,Yes,2,27,0,Illness with rehab,4,Headquarters,0.99,0,2,2,61573.797113770706,4,21,Yes,4,Homeoffice,9.211041316002373,Active,14,0,0.0021997963015293236
2024,12,93947,Michael Cooper,Male,2010-04-01,No Exit,Office Manager,Vocational Training,61,1963-09-02,E8,Yes,1,No,6,Yes,Yes,2,30,10,Illness,3,Headquarters,0.84,4173,0,9,91539.76853877435,5,17,Yes,4,Full-time,9.602313894495325,Active,14,0,0.0021997963015293236
2024,12,64601,James Chapman,Female,2010-04-01,No Exit,Assistant Department Head,Bachelor Degree,59,1965-02-09,E10,Yes,1,No,8,Yes,Yes,0,42,0,,1,Office,0.55,0,3,10,80064.50676578803,3,11,Yes,2,Part-time,6.617874828813279,Active,14,0,0.0021997963015293236
2024,12,15805,Jennifer Jenkins,Female,2010-07-01,No Exit,Assistant Department Head,Master Degree,58,1966-04-27,E10,Yes,4,Yes,9,No,Yes,0,42,0,Sabbatical,4,Office,0.96,4734,3,3,67115.9800588995,6,9,No,1,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,28634,Emily Grant,Female,2010-07-01,No Exit,Department Head,Bachelor Degree,61,1963-02-28,E12,Yes,1,Yes,6,Yes,Yes,2,43,0,Sabbatical,4,Office,0.53,4206,2,6,78596.48942784367,10,15,No,1,Full-time,7.912042739857838,Active,14,0,0.0021997963015293236
2024,12,86155,Carolyn Brooks,Male,2011-10-01,No Exit,Office Clerk,Master Degree,59,1965-02-02,E5,Yes,3,No,8,No,Yes,0,14,0,Parental Leave,1,Office,0.67,1958,0,3,64644.958827961455,10,22,Yes,1,Full-time,10.0,Active,13,0,0.0021997963015293236
2024,12,67888,Nicole Moore,Male,2011-02-01,No Exit,Specialist,Bachelor Degree,56,1968-05-22,E6,Yes,5,No,11,Yes,Yes,2,27,0,,4,Office,0.13,293,0,7,47958.40404853007,9,16,Yes,2,Full-time,10.0,Active,13,0,0.0021997963015293236
2024,12,33365,Rebecca Lee,Female,2011-05-01,No Exit,Headquarters Manager,Master Degree,63,1961-06-19,E10,Yes,3,Yes,4,Yes,Yes,1,23,10,Illness,1,Office,0.58,3313,1,0,89784.6161346056,6,25,No,2,Full-time,10.0,Active,13,0,0.0021997963015293236
2024,12,90077,Dana Williams,Male,2011-05-01,No Exit,Headquarters Manager,Vocational Training,58,1966-01-05,E10,Yes,1,Yes,9,No,Yes,1,30,10,Illness,1,Headquarters,0.47,0,1,3,96860.50099050863,6,17,Yes,1,Homeoffice,10.0,Active,13,0,0.0021997963015293236
2024,12,77705,John Alvarado,Male,2011-05-01,No Exit,Specialist,Bachelor Degree,41,1983-01-09,E6,Yes,2,Yes,26,No,Yes,0,17,6,Illness,3,Office,0.91,1286,0,7,52969.10253887838,9,7,No,4,Homeoffice,6.776491094854872,Active,13,0,0.0021997963015293236
2024,12,24427,Jordan Potter,Female,2011-05-01,No Exit,Office Manager,Doctoral Candidate,53,1971-10-18,E8,Yes,1,Yes,14,No,Yes,0,21,6,Illness,4,Federal,0.86,2553,0,9,108078.28769404524,5,14,No,1,Homeoffice,9.467885338345306,Active,13,0,0.0021997963015293236
2024,12,11540,Dr. April Jones,Female,2011-10-01,No Exit,Office Manager,Master Degree,49,1975-07-19,E8,Yes,0,No,18,Yes,Yes,2,29,0,Parental Leave,2,Office,0.18,0,0,2,101172.0907172986,2,17,No,3,Part-time,9.124603095029538,Active,13,0,0.0021997963015293236
2024,12,68269,Nicole Parker,Male,2013-03-01,No Exit,Headquarters Manager,Master Degree,58,1966-06-08,E10,Yes,3,Yes,9,Yes,Yes,0,23,20,Illness,5,Office,0.23,0,1,2,61632.897037026334,0,21,Yes,3,Homeoffice,5.369263193478435,Active,11,0,0.0021997963015293236
2024,12,99595,Rachel Williams,Male,2013-03-01,No Exit,Assistant Department Head,Master Degree,49,1975-02-05,E10,Yes,3,No,18,No,Yes,0,34,2,Illness,5,Office,0.8,4221,3,2,92733.28295146691,6,21,No,2,Part-time,9.786055598169042,Active,11,0,0.0021997963015293236
2024,12,79608,Christina White,Female,2011-10-01,No Exit,Department Head,Doctoral Candidate,58,1966-04-28,E12,Yes,0,Yes,9,Yes,Yes,0,40,0,Parental Leave,1,Headquarters,0.44,2580,2,0,116711.5766814997,4,8,Yes,1,Full-time,5.579280225969837,Active,13,0,0.0021997963015293236
2024,12,91693,Henry Rivera,Female,2011-10-01,No Exit,Office Clerk,Doctoral Candidate,51,1972-12-23,E5,Yes,5,No,16,No,Yes,0,15,0,none,1,Office,0.34,1240,0,4,77358.60912516585,4,14,No,1,Homeoffice,10.0,Active,13,0,0.0021997963015293236
2024,12,34945,Joanne Olsen,Female,2011-10-01,No Exit,Office Manager,Vocational Training,46,1978-04-03,E8,Yes,2,No,21,No,Yes,2,22,2,Illness,5,Office,0.94,4860,0,9,85631.3999013257,7,13,Yes,4,Part-time,10.0,Active,13,0,0.0021997963015293236
2024,12,35113,Donald Peterson,Female,2011-10-01,No Exit,Office Clerk,Master Degree,52,1972-01-14,E5,Yes,2,No,15,Yes,Yes,0,18,0,none,4,Office,0.37,109,0,10,75666.24660080553,4,9,Yes,3,Homeoffice,10.0,Active,13,0,0.0021997963015293236
2024,12,40084,Joseph Smith,Male,2011-10-01,No Exit,Specialist,Bachelor Degree,49,1975-11-19,E6,Yes,2,Yes,18,Yes,Yes,1,17,0,none,2,Headquarters,0.48,0,0,10,51680.78396649648,9,8,Yes,3,Part-time,10.0,Active,13,0,0.0021997963015293236
2024,12,32186,Dr. Teresa Ortega MD,Male,2011-10-01,No Exit,Specialist,Doctoral Candidate,55,1969-07-23,E6,Yes,4,Yes,12,No,Yes,1,26,10,Illness,4,Office,0.3,3817,0,9,61092.24652761629,9,21,No,1,Homeoffice,5.6862007871635285,Active,13,0,0.0021997963015293236
2024,12,72943,Diane Davis DDS,Female,2011-02-01,No Exit,Office Clerk,Bachelor Degree,49,1975-08-09,E5,Yes,1,Yes,18,No,Yes,2,17,0,Parental Leave,4,Office,0.48,0,0,6,95538.2688103091,1,18,Yes,3,Homeoffice,10.0,Active,13,0,0.0021997963015293236
2024,12,92000,Natalie Martinez,Male,2011-02-01,No Exit,Office Clerk,Master Degree,41,1983-09-19,E5,Yes,3,No,26,Yes,Yes,1,16,0,none,1,Office,0.7,1110,0,4,93519.75153472064,9,18,Yes,3,Part-time,10.0,Active,13,0,0.0021997963015293236
2024,12,27294,Victoria Juarez,Male,2011-10-01,No Exit,Office Clerk,Master Degree,60,1964-09-12,E5,Yes,2,No,7,Yes,Yes,2,15,0,Parental Leave,3,Office,0.41,582,0,1,68456.16963553397,7,17,Yes,4,Homeoffice,10.0,Active,13,0,0.0021997963015293236
2024,12,97901,Robert Waller,Female,2010-11-01,No Exit,Headquarters Manager,Vocational Training,53,1971-06-08,E10,Yes,4,Yes,14,Yes,Yes,0,34,0,Parental Leave,5,Headquarters,0.11,0,1,2,96118.48706495784,0,10,Yes,1,Part-time,5.383076095579657,Active,14,0,0.0021997963015293236
2024,12,92516,Timothy Shannon,Female,2010-07-01,No Exit,Office Clerk,Bachelor Degree,39,1985-02-20,E5,Yes,4,Yes,28,No,Yes,0,19,0,none,4,Office,0.67,0,0,10,118742.7229171724,5,17,No,2,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,68633,Brett Pena,Male,2010-09-01,No Exit,Office Clerk,Doctoral Candidate,41,1983-06-10,E5,Yes,2,No,26,No,Yes,0,14,1,Illness,5,Office,0.11,2395,0,6,79057.55799998692,3,12,Yes,2,Part-time,7.170364736700212,Active,14,0,0.0021997963015293236
2024,12,91605,Brent Garcia,Female,2010-09-01,No Exit,Specialist,Vocational Training,54,1969-12-10,E6,No,0,Yes,13,No,Yes,1,20,0,none,4,Office,0.11,0,0,1,54182.33435585231,9,22,Yes,3,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,79827,Casey Chase,Male,2010-01-01,No Exit,Specialist,Vocational Training,59,1965-01-24,E6,Yes,2,Yes,8,Yes,Yes,1,18,0,Sabbatical,3,Headquarters,0.87,0,0,Lateral Move,58880.457376268925,6,12,No,Entry Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,76901,Gregory Madden,Male,2010-11-01,No Exit,Assistant Department Head,Vocational Training,54,1970-07-06,E10,Yes,1,No,13,No,Yes,1,55,11,Illness,2,Office,0.41,0,3,0,76221.04179591608,1,19,Yes,4,Full-time,6.782364790870391,Active,14,0,0.0021997963015293236
2024,12,10897,Willie Lara,Female,2010-11-01,No Exit,Office Manager,Master Degree,60,1964-11-04,E8,Yes,0,Yes,7,Yes,Yes,0,33,0,Parental Leave,4,Headquarters,0.99,1247,0,4,116597.98006899434,9,11,Yes,2,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,75952,Jason Rocha,Male,2010-11-01,No Exit,Office Manager,Doctoral Candidate,57,1967-07-02,E8,Yes,2,Yes,10,No,Yes,1,27,10,Illness,2,Headquarters,0.78,4826,0,2,84123.01230616616,5,6,No,2,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,72381,Andrew Cook,Male,2011-06-21,No Exit,Office Clerk,Bachelor Degree,38,1986-06-27,E5,Yes,0,No,29,No,Yes,0,15,1,Illness,5,Federal,0.59,0,0,4,91683.90326832478,10,9,Yes,3,Homeoffice,8.998772529224857,Active,13,0,0.0021997963015293236
2024,12,38946,Justin Page,Female,2010-11-01,No Exit,Specialist,Master Degree,53,1971-06-01,E6,Yes,0,Yes,14,No,Yes,0,16,0,none,2,Office,0.09,0,0,9,52084.01864548599,5,10,Yes,4,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,43737,Sandra Torres,Male,2010-11-01,No Exit,Assistant Department Head,Master Degree,57,1967-10-10,E10,Yes,1,Yes,10,No,Yes,0,34,10,Illness,5,Federal,0.04,3263,3,2,100303.91281460552,9,21,No,2,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,17595,Patrick Blankenship,Male,2011-02-01,No Exit,Office Clerk,Bachelor Degree,44,1980-09-20,E5,Yes,1,No,23,Yes,Yes,0,17,0,none,5,Headquarters,0.9,4036,0,0,111533.42479324593,9,21,Yes,1,Part-time,8.79262298265407,Active,13,0,0.0021997963015293236
2024,12,21500,Melody Griffin,Female,2011-06-17,No Exit,Office Clerk,Doctoral Candidate,38,1986-06-23,E5,Yes,5,No,29,Yes,Yes,2,18,0,none,1,Office,0.13,3299,0,3,74390.22530247738,10,6,No,2,Part-time,10.0,Active,13,0,0.0021997963015293236
2024,12,23621,Melissa Barron,Female,2011-02-01,No Exit,Office Manager,Master Degree,50,1974-03-22,E8,Yes,1,No,17,No,Yes,0,13,5,Illness,3,Office,0.64,896,0,9,114158.80622525344,9,22,No,3,Full-time,10.0,Active,13,0,0.0021997963015293236
2024,12,99424,Jennifer Gonzalez,Male,2011-02-01,No Exit,Assistant Department Head,Bachelor Degree,44,1980-08-22,E10,Yes,1,Yes,23,Yes,Yes,2,34,0,Parental Leave,1,Office,0.6,0,3,5,100748.8634441311,4,12,No,1,Full-time,10.0,Active,13,0,0.0021997963015293236
2024,12,45018,Michael Lopez,Male,2010-01-01,No Exit,Specialist,Bachelor Degree,59,1965-10-25,E6,Yes,3,No,8,Yes,Yes,0,17,0,Parental Leave,4,Office,0.29,0,0,Promotion,62180.34024508347,10,16,Yes,Senior Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,87993,Susan Thompson,Female,2010-01-01,No Exit,Specialist,Bachelor Degree,49,1975-08-17,E6,Yes,2,No,18,Yes,Yes,0,16,0,Sabbatical,1,Headquarters,0.26,4008,0,No Change,65853.97099124783,9,19,Yes,Mid Level,Full-time,9.287534037694437,Active,14,0,0.0021997963015293236
2024,12,83920,David Lopez,Female,2010-03-26,No Exit,Office Clerk,Master Degree,39,1985-04-01,E5,Yes,4,Yes,28,Yes,Yes,0,13,0,none,1,Office,0.15,3641,0,No Change,101076.88930230292,1,20,Yes,Senior Level,Part-time,9.177133733958406,Active,14,0,0.0021997963015293236
2024,12,44737,David Davis,Female,2010-05-02,No Exit,Office Clerk,Doctoral Candidate,39,1985-05-08,E5,Yes,5,Yes,28,Yes,Yes,2,9,0,Parental Leave,1,Office,0.34,2777,0,Leave and Rejoin,99214.07928283131,4,19,Yes,Senior Level,Full-time,7.143195259823735,Active,14,0,0.0021997963015293236
2024,12,11854,Curtis Taylor,Female,2010-01-01,No Exit,Specialist,Vocational Training,41,1982-12-09,E6,Yes,1,No,26,Yes,Yes,0,20,0,none,5,Office,0.11,0,0,Promotion,54490.43393818439,5,5,Yes,Executive Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,95823,Allison Spencer,Male,2010-01-01,No Exit,Specialist,Bachelor Degree,53,1971-03-23,E6,Yes,5,Yes,14,No,Yes,2,11,3,Illness,5,Office,0.1,0,0,No Change,49182.51519752558,2,18,No,Mid Level,Part-time,6.673934037694433,Active,14,0,0.0021997963015293236
2024,12,50768,Robert Arnold,Male,2010-01-01,No Exit,Specialist,Doctoral Candidate,52,1971-12-25,E6,Yes,2,No,15,No,Yes,0,26,0,none,3,Office,0.97,859,0,No Change,51142.17982575431,8,8,No,Executive Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,71261,Angelica Parker,Male,2010-01-01,No Exit,Specialist,Bachelor Degree,56,1968-06-11,E6,Yes,0,No,11,Yes,Yes,1,23,2,Illness,4,Headquarters,0.63,3495,0,Lateral Move,46109.56781042989,5,8,No,Mid Level,Part-time,10.0,Active,14,0,0.0021997963015293236
