Jahr,Monat,Mitarbeiter_ID,Name,Geschlecht,Einstellungsdatum,Austrittsdatum,Position,Education Level,Alter,Geburtsdatum,Gehaltsgruppe,Grundausbildung,Interne Weiterbildungen,Planstelle,Zeit bis zur Rente,Verheiratet,Kinder,Urlaubstage_genommen,Überstunden,Fehlzeiten_Krankheitstage,Abwesenheitsgrund,Jährliche Leistungsbewertung,Standort,Wechselbereitschaft,Fortbildungskosten,Anzahl Untergebene,Job Role Progression,Gehalt,Workplace Flexibility,Team Size,Coaching,Job Level,Arbeitszeitmodell,Zufriedenheit,Status,Tenure,Fluktuation,Fluktuationswahrscheinlichkeit
2024,12,36821,Elizabeth French,Weiblich,2010-04-01,Kein Austritt,Abteilungsleiter,Doktorrand,61,1963-03-16,E12,Ja,5,Nein,6,Ja,Ja,1,34,0,keine,5,Landeszentrale,0.4,0,2,9,94114.1783333316,8,20,Nein,2,Homeoffice,6.653129640959033,Aktiv,14,0,0.002190173102015426
2024,12,91079,Matthew Houston,Männlich,2010-05-01,Kein Austritt,Abteilungsleiter,Doktorrand,49,1975-06-05,E12,Ja,0,Ja,18,Nein,Ja,2,31,10,Krankheit,3,Landeszentrale,0.08,4735,2,6,97847.00650085972,3,14,Ja,4,Homeoffice,6.9692456032646,Aktiv,14,0,0.002190173102015426
2024,12,81247,Mr. Larry Shaw,Weiblich,2010-05-01,Kein Austritt,Bürokraft,Doktorrand,56,1968-09-19,E5,Ja,3,Nein,11,Nein,Ja,0,18,5,Krankheit,1,Landeszentrale,0.91,3619,0,5,53581.89268545105,4,24,Nein,1,Homeoffice,10.0,Aktiv,14,0,0.002190173102015426
2024,12,60182,Hannah Montoya,Weiblich,2010-06-01,Kein Austritt,Unterabteilungsleiter,Masterabschluss,52,1972-03-26,E10,Ja,2,Ja,15,Ja,Ja,0,39,0,Elternzeit,4,Landeszentrale,0.37,1519,3,7,80348.57541746882,8,5,Ja,1,Teilzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,30661,Tammy Moore,Weiblich,2010-06-01,Kein Austritt,Leitung Büro,Berufsausbildung,47,1977-05-07,E8,Ja,1,Nein,20,Ja,Ja,1,17,5,Krankheit,4,Büro,0.14,0,0,7,84862.85563030459,2,22,Nein,3,Vollzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,56049,Alison Williams,Männlich,2010-05-01,Kein Austritt,Leitung Büro,Doktorrand,46,1978-04-03,E8,Ja,3,Ja,21,Ja,Ja,0,23,2,Krankheit,5,Büro,0.58,0,0,10,78511.7614827379,6,9,Nein,1,Teilzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,20976,Courtney Nichols,Weiblich,2010-04-01,Kein Austritt,Bürokraft,Berufsausbildung,48,1976-09-28,E5,Ja,3,Ja,19,Ja,Ja,1,15,0,keine,5,Büro,0.11,3436,0,0,59150.37494303665,2,17,Nein,1,Vollzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,17435,Carrie Petersen,Männlich,2010-06-01,Kein Austritt,Bürokraft,Berufsausbildung,44,1980-09-26,E5,Ja,5,Ja,23,Ja,Ja,1,30,1,Krankheit,3,Büro,0.17,3105,0,8,65219.54538285101,1,11,Nein,3,Homeoffice,8.993227539040886,Aktiv,14,0,0.002190173102015426
2024,12,87807,Candace Soto,Männlich,2010-05-01,Kein Austritt,Bürokraft,Masterabschluss,55,1968-12-04,E5,Ja,2,Ja,12,Ja,Ja,2,21,2,Krankheit,2,Bund,0.12,0,0,0,54017.47622690516,3,24,Ja,1,Homeoffice,8.503731535888022,Aktiv,14,0,0.002190173102015426
2024,12,74217,Anna Ross,Weiblich,2010-06-01,Kein Austritt,Unterabteilungsleiter,Masterabschluss,57,1966-12-07,E10,Ja,5,Nein,10,Ja,Ja,2,45,0,Elternzeit,4,Büro,0.78,0,3,7,106831.56565943288,10,25,Nein,1,Teilzeit,8.604002343264153,Aktiv,14,0,0.002190173102015426
2024,12,35370,Sarah Pittman,Männlich,2010-04-01,Kein Austritt,Bürokraft,Bachelorabschluss,52,1972-09-06,E5,Ja,1,Ja,15,Ja,Ja,0,20,0,Elternzeit,5,Landeszentrale,0.74,0,0,8,54467.94574390716,8,11,Ja,4,Teilzeit,9.387273813596217,Aktiv,14,0,0.002190173102015426
2024,12,83975,Allison Hill,Weiblich,2010-01-01,Kein Austritt,Fachkraft,Masterabschluss,51,1973-07-06,E6,Ja,3,Ja,16,Nein,Ja,1,13,0,keine,5,Bund,0.07,1310,0,Keine Veränderung,48675.91745969088,4,25,Nein,Seniorlevel,Vollzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,39369,Laura Lee,Weiblich,2010-04-01,Kein Austritt,Bürokraft,Doktorrand,49,1975-09-12,E5,Ja,3,Ja,18,Ja,Ja,0,7,0,keine,5,Büro,0.72,1386,0,2,58330.83522917826,5,11,Nein,4,Homeoffice,10.0,Aktiv,14,0,0.002190173102015426
2024,12,64761,Rebekah Greene,Weiblich,2010-04-01,Kein Austritt,Bürokraft,Doktorrand,46,1978-06-17,E5,Ja,3,Nein,21,Nein,Ja,0,19,0,Elternzeit,1,Büro,0.98,0,0,0,64450.33014172903,6,14,Ja,3,Homeoffice,7.746335871148135,Aktiv,14,0,0.002190173102015426
2024,12,14278,Tammy Mcdowell,Weiblich,2010-01-01,Kein Austritt,Bürokraft,Bachelorabschluss,41,1983-02-21,E5,Ja,0,Nein,26,Nein,Ja,2,13,0,keine,5,Landeszentrale,0.82,1282,0,Keine Veränderung,54539.815005573895,8,14,Nein,Executivelevel,Homeoffice,10.0,Aktiv,14,0,0.002190173102015426
2024,12,42951,Keith Rodriguez,Männlich,2010-01-01,Kein Austritt,Leitung Büro,Berufsausbildung,57,1967-10-17,E8,Ja,1,Ja,10,Nein,Ja,0,28,15,Krankheit,3,Bund,0.95,0,0,Keine Veränderung,99897.92979877967,0,6,Ja,Einstiegslevel,Homeoffice,10.0,Aktiv,14,0,0.002190173102015426
2024,12,83920,David Lopez,Weiblich,2010-03-26,Kein Austritt,Bürokraft,Masterabschluss,39,1985-04-01,E5,Ja,0,Nein,28,Nein,Ja,1,12,0,keine,2,Büro,0.36,0,0,Keine Veränderung,42283.71128714949,2,12,Ja,Executivelevel,Teilzeit,9.177133733958406,Aktiv,14,0,0.002190173102015426
2024,12,79827,Casey Chase,Männlich,2010-01-01,Kein Austritt,Fachkraft,Berufsausbildung,59,1965-01-24,E6,Ja,0,Nein,8,Nein,Ja,2,12,0,Elternzeit,4,Büro,0.4,0,0,Beförderung,53560.12600629163,6,23,Ja,Executivelevel,Vollzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,45018,Michael Lopez,Männlich,2010-01-01,Kein Austritt,Fachkraft,Bachelorabschluss,59,1965-10-25,E6,Ja,2,Nein,8,Nein,Ja,0,16,2,Krankheit,3,Landeszentrale,0.1,0,0,Beförderung,55480.33707238818,9,17,Ja,Mittellevel,Teilzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,69598,David Molina,Weiblich,2010-01-01,Kein Austritt,Fachkraft,Berufsausbildung,53,1971-10-02,E6,Ja,4,Ja,14,Ja,Ja,1,14,0,Sabbatical,3,Büro,0.08,0,0,Seitlicher Wechsel,52234.53483785926,8,11,Ja,Mittellevel,Homeoffice,9.203534037694434,Aktiv,14,0,0.002190173102015426
2024,12,12260,Jonathan Jacobson,Weiblich,2010-01-01,Kein Austritt,Leitung Büro,Masterabschluss,47,1977-04-10,E8,Ja,5,Nein,20,Ja,Ja,0,28,0,Elternzeit,2,Büro,0.4,4725,0,Keine Veränderung,115662.31840058384,0,5,Nein,Mittellevel,Vollzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,67560,Emily Wilson,Weiblich,2010-01-01,Kein Austritt,Leitung Büro,Berufsausbildung,54,1970-02-27,E8,Ja,1,Ja,13,Nein,Ja,2,25,0,Sabbatical,1,Bund,0.98,2157,0,Beförderung,71772.09191639708,7,23,Nein,Executivelevel,Teilzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,69614,Lisa Perry,Weiblich,2010-01-01,Kein Austritt,Bürokraft,Masterabschluss,50,1974-11-25,E5,Ja,0,Ja,17,Nein,Ja,0,20,0,Elternzeit,4,Bund,0.15,2051,0,Keine Veränderung,50627.93885721882,8,12,Nein,Mittellevel,Homeoffice,9.259403590576724,Aktiv,14,0,0.002190173102015426
2024,12,49139,Colleen Wright,Weiblich,2010-01-01,Kein Austritt,Bürokraft,Masterabschluss,41,1983-01-18,E5,Ja,3,Nein,26,Ja,Ja,1,9,0,keine,3,Büro,0.37,0,0,Keine Veränderung,58688.412468999464,10,6,Nein,Einstiegslevel,Vollzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,63476,Shelley Miller,Weiblich,2010-01-01,Kein Austritt,Bürokraft,Masterabschluss,52,1972-10-09,E5,Ja,2,Nein,15,Ja,Ja,0,8,0,Erkrankung mit Reha,2,Landeszentrale,0.78,49,0,Beförderung,58773.631466772,7,16,Nein,Seniorlevel,Vollzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,47093,Michael Miller,Männlich,2010-01-01,Kein Austritt,Bürokraft,Berufsausbildung,48,1976-08-27,E5,Ja,2,Ja,19,Ja,Ja,0,1,0,keine,4,Büro,0.0,0,0,Keine Veränderung,61397.85983733162,6,6,Nein,Seniorlevel,Vollzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,71669,Amy Kelley,Männlich,2010-01-01,Kein Austritt,Bürokraft,Masterabschluss,46,1978-07-28,E5,Ja,5,Ja,21,Ja,Ja,0,21,12,Krankheit,2,Büro,0.3,4849,0,Keine Veränderung,46453.59465729827,2,5,Ja,Seniorlevel,Homeoffice,5.241133733958409,Aktiv,14,0,0.002190173102015426
2024,12,38906,Laura Hernandez,Männlich,2010-01-01,Kein Austritt,Bürokraft,Bachelorabschluss,47,1977-03-01,E5,Ja,0,Ja,20,Ja,Ja,0,3,0,keine,2,Landeszentrale,0.29,1904,0,Seitlicher Wechsel,62791.11481222087,3,15,Nein,Einstiegslevel,Teilzeit,8.558092756684234,Aktiv,14,0,0.002190173102015426
2024,12,82032,Jonathan Walker,Weiblich,2010-06-01,Kein Austritt,Leitung Büro,Bachelorabschluss,47,1977-11-20,E8,Ja,2,Nein,20,Ja,Ja,1,20,0,keine,5,Büro,0.94,0,0,6,83052.37399897413,8,6,Ja,4,Homeoffice,10.0,Aktiv,14,0,0.002190173102015426
2024,12,55293,Kevin Davis,Männlich,2010-01-01,Kein Austritt,Bürokraft,Bachelorabschluss,55,1968-12-20,E5,Ja,3,Ja,12,Ja,Ja,1,15,0,keine,4,Büro,0.85,0,0,Seitlicher Wechsel,51274.10022344634,0,21,Ja,Seniorlevel,Vollzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,75605,Jason Rocha,Männlich,2010-09-01,Kein Austritt,Unterabteilungsleiter,Berufsausbildung,47,1977-01-23,E10,Ja,5,Ja,20,Ja,Ja,2,35,2,Krankheit,5,Büro,0.18,2533,3,1,74758.61283104832,3,13,Nein,4,Teilzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,88843,Angelica Clark,Weiblich,2010-09-01,Kein Austritt,Unterabteilungsleiter,Berufsausbildung,54,1969-12-27,E10,Ja,4,Nein,13,Nein,Ja,1,48,0,Sabbatical,4,Büro,0.23,362,3,6,112285.92641722412,8,7,Nein,3,Vollzeit,10.0,Aktiv,14,0,0.002190173102015426
2024,12,13401,Kenneth Knight,Männlich,2011-04-01,Kein Austritt,Bürokraft,Masterabschluss,39,1985-04-01,E5,Ja,3,Nein,28,Ja,Ja,0,26,0,keine,5,Landeszentrale,0.78,0,0,7,67236.02687676961,6,6,Ja,3,Vollzeit,10.0,Aktiv,13,0,0.002190173102015426
2024,12,16430,Sean Nguyen,Männlich,2011-04-01,Kein Austritt,Fachkraft,Masterabschluss,56,1968-03-05,E6,Ja,2,Ja,11,Ja,Ja,0,16,0,Elternzeit,1,Büro,0.87,508,0,6,57034.81085578242,6,14,Ja,4,Vollzeit,10.0,Aktiv,13,0,0.002190173102015426
2024,12,58097,Jay Gallegos,Weiblich,2011-09-01,Kein Austritt,Leitung Büro,Masterabschluss,55,1969-11-24,E8,Ja,5,Nein,12,Ja,Ja,0,29,2,Krankheit,2,Büro,0.83,1734,0,6,103627.74787287174,9,22,Nein,1,Teilzeit,10.0,Aktiv,13,0,0.002190173102015426
2024,12,71782,Janet Parker,Männlich,2011-09-01,Kein Austritt,Fachkraft,Berufsausbildung,56,1968-08-03,E6,Ja,0,Ja,11,Ja,Ja,1,19,0,Elternzeit,5,Büro,0.81,3333,0,3,68759.42421869091,1,8,Ja,3,Vollzeit,9.022592756684231,Aktiv,13,0,0.002190173102015426
2024,12,55584,Christina White,Männlich,2011-09-01,Kein Austritt,Fachkraft,Doktorrand,52,1972-07-02,E6,Ja,3,Nein,15,Ja,Ja,2,25,0,keine,3,Landeszentrale,0.4,0,0,0,55736.09417909568,4,24,Ja,3,Vollzeit,10.0,Aktiv,13,0,0.002190173102015426
2024,12,66833,Joanne Olsen,Weiblich,2011-09-01,Kein Austritt,Bürokraft,Doktorrand,52,1972-05-02,E5,Ja,5,Ja,15,Ja,Ja,0,12,0,keine,3,Landeszentrale,0.16,4531,0,7,47624.71607450005,10,22,Ja,1,Homeoffice,10.0,Aktiv,13,0,0.002190173102015426
2024,12,12961,Anthony White,Weiblich,2011-09-01,Kein Austritt,Leitung Büro,Berufsausbildung,55,1968-12-18,E8,Ja,1,Ja,12,Ja,Ja,2,28,2,Krankheit,1,Büro,0.68,0,0,6,86211.94728538726,0,8,Nein,3,Teilzeit,10.0,Aktiv,13,0,0.002190173102015426
2024,12,54914,Anna White,Weiblich,2012-11-12,Kein Austritt,Bürokraft,Berufsausbildung,37,1987-11-19,E5,Ja,5,Nein,30,Ja,Ja,1,12,0,keine,1,Büro,0.84,3823,0,2,45054.34899588971,9,25,Nein,3,Teilzeit,9.63854173088075,Aktiv,12,0,0.002190173102015426
2024,12,27211,Nicholas Holland Jr.,Männlich,2012-04-01,Kein Austritt,Unterabteilungsleiter,Doktorrand,45,1979-11-10,E10,Ja,3,Nein,22,Nein,Ja,0,40,2,Krankheit,5,Büro,0.87,1421,3,3,91325.12306155633,10,16,Ja,4,Teilzeit,10.0,Aktiv,12,0,0.002190173102015426
2024,12,68399,Andrea Jones,Weiblich,2012-04-01,Kein Austritt,Unterabteilungsleiter,Berufsausbildung,48,1976-02-08,E10,Ja,1,Nein,19,Ja,Ja,1,39,0,Elternzeit,3,Landeszentrale,0.07,1450,3,10,78856.65192020578,7,5,Nein,4,Teilzeit,10.0,Aktiv,12,0,0.002190173102015426
2024,12,38010,Joseph Acosta,Männlich,2012-04-01,Kein Austritt,Leitung Büro,Bachelorabschluss,62,1961-12-23,E8,Ja,1,Ja,5,Nein,Ja,0,31,0,keine,1,Büro,0.95,0,0,0,74315.31714255524,9,18,Ja,4,Homeoffice,10.0,Aktiv,12,0,0.002190173102015426
2024,12,68129,Noah Morgan,Weiblich,2012-04-01,Kein Austritt,Unterabteilungsleiter,Doktorrand,54,1970-11-05,E10,Ja,5,Nein,13,Ja,Ja,2,40,0,Elternzeit,5,Büro,0.67,2373,3,4,72193.5608328341,5,22,Nein,3,Vollzeit,7.248550787163529,Aktiv,12,0,0.002190173102015426
2024,12,32961,Vanessa Morris,Weiblich,2013-07-01,Kein Austritt,Abteilungsleiter,Doktorrand,60,1964-09-28,E12,Ja,5,Nein,7,Ja,Ja,2,29,0,keine,5,Landeszentrale,0.75,3410,2,6,95042.18471633556,9,15,Ja,2,Homeoffice,7.062148480294088,Aktiv,11,0,0.002190173102015426
2024,12,27387,Courtney Baker,Weiblich,2013-07-01,Kein Austritt,Unterabteilungsleiter,Bachelorabschluss,52,1972-10-04,E10,Ja,2,Nein,15,Nein,Ja,0,41,5,Krankheit,2,Büro,0.07,4021,3,6,68366.18424909486,3,11,Ja,2,Vollzeit,10.0,Aktiv,11,0,0.002190173102015426
2024,12,91967,Bradley Hansen,Männlich,2013-07-01,Kein Austritt,Fachkraft,Bachelorabschluss,40,1984-04-27,E6,Ja,2,Nein,27,Nein,Ja,0,15,0,keine,2,Bund,0.88,4031,0,8,47267.71458154702,4,10,Ja,2,Homeoffice,10.0,Aktiv,11,0,0.002190173102015426
2024,12,53244,Mary Moss,Männlich,2013-07-01,Kein Austritt,Bürokraft,Masterabschluss,42,1981-12-02,E5,Ja,1,Nein,25,Nein,Ja,0,17,0,keine,3,Büro,0.58,0,0,8,54110.12244283366,7,25,Ja,2,Vollzeit,10.0,Aktiv,11,0,0.002190173102015426
2024,12,68961,Lisa Gill,Männlich,2011-04-13,Kein Austritt,Fachkraft,Bachelorabschluss,38,1986-04-19,E6,Ja,0,Ja,29,Ja,Ja,2,17,0,keine,5,Landeszentrale,0.97,0,0,10,47631.5564198482,8,21,Nein,2,Vollzeit,10.0,Aktiv,13,0,0.002190173102015426
2024,12,71402,Steven Small,Weiblich,2011-04-01,Kein Austritt,Bürokraft,Berufsausbildung,47,1977-06-16,E5,Ja,2,Nein,20,Ja,Ja,0,15,0,keine,5,Landeszentrale,0.33,0,0,6,49525.88965462669,2,8,Ja,2,Homeoffice,9.70630078716353,Aktiv,13,0,0.002190173102015426
2024,12,87993,Susan Thompson,Weiblich,2010-01-01,Kein Austritt,Fachkraft,Bachelorabschluss,49,1975-08-17,E6,Ja,0,Ja,18,Ja,Ja,0,21,1,Krankheit,1,Landeszentrale,0.49,1336,0,Beförderung,55051.691975704074,4,9,Ja,Einstiegslevel,Vollzeit,9.287534037694437,Aktiv,14,0,0.002190173102015426
2024,12,77034,William Turner,Männlich,2011-04-01,Kein Austritt,Abteilungsleiter,Masterabschluss,51,1973-07-14,E12,Ja,1,Nein,16,Ja,Ja,0,28,0,keine,2,Büro,0.02,0,2,5,77378.99662812283,10,16,Ja,2,Homeoffice,10.0,Aktiv,13,0,0.002190173102015426
2024,12,11303,Justin Page,Männlich,2010-09-01,Kein Austritt,Fachkraft,Doktorrand,49,1975-04-16,E6,Ja,3,Nein,18,Ja,Ja,1,22,0,keine,4,Landeszentrale,0.1,0,0,4,44436.569069848105,10,23,Nein,4,Homeoffice,10.0,Aktiv,14,0,0.002190173102015426
2024,12,61169,Julie Johnson,Männlich,2010-09-01,Kein Austritt,Bürokraft,Bachelorabschluss,52,1972-06-01,E5,Ja,2,Nein,15,Nein,Ja,0,19,8,Krankheit,1,Büro,0.85,1594,0,6,46947.51203992679,2,6,Nein,2,Vollzeit,6.072552672606543,Aktiv,14,0,0.002190173102015426
2024,12,72498,Dennis Blanchard,Weiblich,2010-09-01,Kein Austritt,Fachkraft,Bachelorabschluss,58,1966-08-09,E6,Ja,3,Nein,9,Ja,Ja,0,19,2,Krankheit,4,Büro,0.88,0,0,7,38095.635336904,5,11,Nein,1,Teilzeit,9.008513959928246,Aktiv,14,0,0.002190173102015426
2024,12,98444,Danielle Wilson,Männlich,2010-09-01,Kein Austritt,Unterabteilungsleiter,Bachelorabschluss,59,1965-08-13,E10,Ja,4,Nein,8,Nein,Ja,2,40,12,Krankheit,2,Büro,0.1,1907,3,10,105511.2430383304,7,20,Nein,2,Vollzeit,7.62547514335072,Aktiv,14,0,0.002190173102015426
2024,12,40495,Lauren Cunningham,Männlich,2010-09-01,Kein Austritt,Abteilungsleiter,Doktorrand,60,1964-10-04,E12,Ja,3,Nein,7,Nein,Ja,1,50,10,Krankheit,4,Büro,0.6,2543,2,6,91983.96715160078,5,8,Ja,1,Homeoffice,10.0,Aktiv,14,0,0.002190173102015426
2024,12,75636,Lori Alvarez,Weiblich,2010-09-01,Kein Austritt,Fachkraft,Masterabschluss,54,1969-12-03,E6,Ja,3,Nein,13,Ja,Ja,2,28,0,Elternzeit,5,Büro,0.28,2104,0,5,57916.280955868315,10,11,Nein,2,Homeoffice,7.943870079808629,Aktiv,14,0,0.002190173102015426
2024,12,20901,Brad Gordon,Männlich,2011-01-01,Kein Austritt,Fachkraft,Bachelorabschluss,44,1980-01-13,E6,Ja,0,Nein,23,Ja,Ja,0,22,0,keine,2,Büro,0.78,0,0,2,60995.227892733055,1,17,Ja,3,Homeoffice,10.0,Aktiv,13,0,0.002190173102015426
2024,12,98033,James Miller,Männlich,2011-01-01,Kein Austritt,Leitung Büro,Berufsausbildung,48,1976-02-15,E8,Ja,5,Nein,19,Ja,Ja,2,19,12,Krankheit,1,Büro,0.13,0,0,4,98352.16700521528,8,16,Ja,1,Vollzeit,6.3524338165465615,Aktiv,13,0,0.002190173102015426
2024,12,76006,Michael Hanson,Männlich,2011-01-01,Kein Austritt,Unterabteilungsleiter,Masterabschluss,47,1976-12-28,E10,Ja,2,Ja,20,Nein,Ja,1,42,0,Elternzeit,4,Büro,0.47,3537,3,2,65255.897358873786,1,9,Ja,3,Homeoffice,10.0,Aktiv,13,0,0.002190173102015426
2024,12,22900,Vincent Savage,Weiblich,2011-01-01,Kein Austritt,Leitung Büro,Masterabschluss,59,1965-07-14,E8,Ja,5,Nein,8,Nein,Ja,2,28,0,Sabbatical,1,Büro,0.97,0,0,5,112244.90405644578,9,8,Nein,2,Teilzeit,10.0,Aktiv,13,0,0.002190173102015426
2024,12,24299,Cody Burgess,Männlich,2011-01-01,Kein Austritt,Abteilungsleiter,Doktorrand,46,1978-03-27,E12,Ja,2,Ja,21,Ja,Ja,1,23,0,Elternzeit,5,Büro,0.15,0,2,0,92594.17062260747,4,8,Ja,3,Vollzeit,10.0,Aktiv,13,0,0.002190173102015426
2024,12,24807,Shelby Rodriguez,Männlich,2011-01-01,Kein Austritt,Leitung Landeszentrale,Bachelorabschluss,48,1976-01-19,E10,Ja,5,Ja,19,Nein,Ja,1,24,0,keine,1,Bund,0.16,0,1,3,68698.24283181614,7,25,Ja,1,Vollzeit,10.0,Aktiv,13,0,0.002190173102015426
2024,12,31630,Sharon Wilson,Männlich,2011-04-01,Kein Austritt,Fachkraft,Masterabschluss,46,1978-11-09,E6,Ja,2,Ja,21,Ja,Ja,1,20,0,keine,1,Bund,0.65,0,0,4,50573.25067297049,10,23,Ja,2,Vollzeit,9.980933733958407,Aktiv,13,0,0.002190173102015426
2024,12,40598,Jaclyn Crane,Männlich,2011-04-01,Kein Austritt,Fachkraft,Berufsausbildung,48,1976-02-19,E6,Ja,4,Nein,19,Nein,Ja,1,21,0,Sabbatical,5,Büro,0.0,3510,0,1,48111.12074994976,0,24,Nein,3,Teilzeit,10.0,Aktiv,13,0,0.002190173102015426
